147, 0 0.535156 0.34697 0.931641 1.05279 0.234375;
148, 0 0.673828 0.550393 0.822266 0.820343 0.544922;
149, 0 0.929688 1.04607 0.244141 0.0725 0.691406 0.581497 0.796875;
150, 0 0.605469 0.443854 0.894531 0.970619 0.349609;
151, 0 0.853516 0.88187 0.466797 0.265403 0.933594 1.05497 0.230469;
152, 0 0.667969 0.540216 0.830078;
153, 0 0.525391 0.334216 0.933594 1.05793 0.226562 0.0627584 0.658203;
154, 0 0.841797 0.857967 0.498047;
155, 0 0.935547 1.06346 0.21875 0.058429 0.642578;
156, 0 0.859375 0.896689 0.447266 0.244152 0.927734 1.04163 0.25;
157, 0 0.705078 0.601814 0.779297 0.735282 0.642578;
158, 0 0.857422 0.893294 0.453125 0.248964 0.927734 1.04524 0.244141;
159, 0 0.695312 0.585318 0.792969 0.763135 0.611328;
160, 0 0.888672 0.957592 0.367188 0.164111 0.871094 0.920983 0.416016;
161, 0 0.910156 1.00615 0.300781;
162, 0 0.789062 0.75418 0.623047 0.469999 0.878906;
163, 0 0.392578 0.188263 0.894531 0.970801 0.349609 0.148454 0.851562;
164, 0 0.46875 0.266244 0.933594 1.05536 0.230469;
165, 0 0.666016 0.538375 0.832031 0.839344 0.521484 0.329693 0.935547;
166, 0 0.224609 0.0616186 0.654297;
167, 0 0.845703 0.868242 0.484375 0.285494 0.935547 1.06175 0.220703;
168, 0 0.646484;
169, 0 0.853516 0.884927 0.462891 0.260967 0.931641;
170, 0 0.234375 0.0669527 0.673828 0.550672 0.822266 0.819897 0.544922;
171, 0 0.927734 1.04565 0.244141 0.0728546 0.693359;
172, 0 0.794922 0.766316 0.607422 0.449288 0.892578 0.964171 0.357422;
173, 0 0.863281 0.901783 0.441406;
174, 0 0.923828 1.0356 0.257812 0.0816326 0.720703 0.629064 0.753906;
175, 0 0.693359 0.584471 0.792969 0.764552 0.611328;
176, 0 0.890625 0.960545 0.363281 0.160555 0.867188 0.912507 0.427734;
177, 0 0.917969 1.02046 0.279297 0.0956872 0.757812;
178, 0 0.6875 0.572572 0.804688 0.784319 0.587891 0.418935 0.90625;
179, 0 0.3125 0.118303 0.804688;
180, 0 0.585938 0.416281 0.908203 1.00071 0.308594 0.115479 0.798828;
181, 0 0.597656 0.43366 0.900391 0.982271 0.333984;
182, 0 0.833984 0.843229 0.515625 0.323632 0.935547 1.06097 0.222656;
183, 0 0.650391 0.511999 0.851562;
184, 0 0.470703 0.268828 0.933594 1.05651 0.228516 0.0638922 0.662109;
185, 0 0.835938 0.847706 0.509766;
186, 0 0.935547 1.06233 0.220703 0.0593008 0.644531 0.505562 0.855469;
187, 0 0.458984 0.255144 0.929688 1.04936 0.238281;
188, 0 0.683594 0.566315 0.808594 0.794597 0.576172 0.401833 0.914062;
189, 0 0.289062 0.101431 0.769531;
190, 0 0.660156 0.52918 0.839844 0.853602 0.503906 0.307625 0.935547;
191, 0 0.21875 0.058535 0.642578 0.500873 0.859375;
192, 0 0.449219 0.245475 0.927734 1.04266 0.248047 0.0754214 0.701172;
193, 0 0.783203 0.743235 0.634766;
194, 0 0.867188 0.912793 0.427734 0.221807 0.917969 1.02001 0.28125;
195, 0 0.757812 0.697117 0.685547;
196, 0 0.806641 0.789822 0.580078 0.409757 0.912109 1.00713 0.298828;
197, 0 0.787109 0.750232 0.626953;
198, 0 0.875 0.929229 0.40625 0.199848 0.904297 0.990251 0.322266;
199, 0 0.820312 0.814881 0.550781 0.368632 0.925781;
200, 0 0.251953 0.0771797 0.707031 0.606349 0.775391 0.727553 0.652344;
201, 0 0.849609 0.873571 0.478516;
202, 0 0.935547 1.05971 0.224609 0.0613455 0.652344 0.517923 0.847656;
203, 0 0.482422;
204, 0 0.935547 1.06091 0.222656 0.0604086 0.650391;
205, 0 0.851562 0.879094 0.470703 0.269453 0.933594 1.05677 0.228516;
206, 0 0.662109 0.531766 0.837891;
207, 0 0.507812 0.313743 0.935547 1.06276 0.220703 0.0589742 0.644531;
208, 0 0.857422 0.891866 0.455078;
209, 0 0.929688 1.04666 0.242188 0.0720019 0.691406;
210, 0 0.798828 0.774024 0.599609 0.436235 0.898438 0.979384 0.337891;
211, 0 0.837891 0.853113 0.503906 0.308374 0.935547;
212, 0 0.21875 0.0585713 0.642578 0.501096 0.859375 0.895432 0.449219;
213, 0 0.927734 1.04301 0.248047;
214, 0 0.701172 0.595547 0.783203 0.745916 0.630859 0.484201 0.871094;
215, 0 0.417969;
216, 0 0.912109 1.00937 0.294922 0.106594 0.78125;
217, 0 0.636719 0.49231 0.865234 0.907925 0.433594 0.228477 0.919922;
218, 0 0.271484 0.089183 0.740234 0.66561 0.716797;
219, 0 0.757812 0.696188 0.685547 0.57086 0.804688 0.787141 0.583984;
220, 0 0.910156 1.00277 0.304688;
221, 0 0.794922 0.767536 0.607422 0.447216 0.892578 0.966648 0.355469;
222, 0 0.859375 0.89426 0.451172;
223, 0 0.927734 1.04425 0.246094 0.0740551 0.697266 0.589869 0.789062;
224, 0 0.621094;
225, 0 0.880859 0.941116 0.388672 0.184529 0.890625;
226, 0 0.359375 0.156504 0.863281 0.902473 0.441406 0.236035 0.923828;
227, 0 0.259766 0.0824172 0.722656;
228, 0 0.75 0.68165 0.701172 0.596404 0.783203 0.744466 0.632812;
229, 0 0.869141;
230, 0 0.423828 0.217811 0.914062 1.01525 0.287109;
231, 0 0.769531 0.717102 0.664062 0.534221 0.835938 0.845816 0.513672;
232, 0 0.935547 1.06182 0.220703 0.0596977 0.646484;
233, 0 0.853516 0.885438 0.462891 0.260229 0.931641 1.05233 0.234375;
234, 0 0.673828 0.552534 0.820312;
235, 0 0.548828 0.365342 0.927734 1.04274 0.248047 0.0753489 0.701172;
236, 0 0.783203 0.743884 0.634766 0.487705 0.869141;
237, 0 0.425781 0.219693 0.916016 1.01753 0.285156 0.0985214 0.763672;
238, 0 0.673828 0.550855 0.822266;
239, 0 0.544922 0.361012 0.927734 1.04538 0.244141;
240, 0 0.693359 0.584682 0.792969 0.7642 0.611328 0.452886 0.890625;
241, 0 0.365234 0.161433 0.869141 0.914629 0.423828;
242, 0 0.916016 1.01707 0.285156 0.0989669 0.765625 0.709512 0.671875;
243, 0 0.824219 0.824961 0.539062 0.352431 0.929688;
244, 0 0.238281 0.0691043 0.681641 0.562808 0.8125 0.80032 0.568359;
245, 0 0.917969 1.02282 0.277344;
246, 0 0.751953 0.685115 0.697266 0.590313 0.789062;
247, 0 0.621094 0.469024 0.880859 0.939453 0.392578 0.186642 0.892578;
248, 0 0.353516 0.151884 0.857422 0.890523 0.457031;
249, 0 0.929688 1.04794 0.240234 0.0709216 0.6875 0.57288 0.804688;
250, 0 0.587891 0.419784 0.90625;
251, 0 0.3125 0.119223 0.806641 0.789226 0.582031 0.410748 0.910156;
252, 0 0.300781 0.109836 0.789062;
253, 0 0.623047 0.470203 0.878906 0.937917 0.394531;
254, 0 0.894531 0.971413 0.347656 0.147745 0.851562;
255, 0 0.470703 0.269085 0.933594 1.05661 0.228516;
256, 0 0.662109 0.53249 0.835938 0.848498 0.509766 0.315469 0.935547;
257, 0 0.220703 0.0591564 0.644531 0.504681 0.857422;
258, 0 0.457031 0.253307 0.929688 1.0482 0.240234 0.0707081 0.685547;
259, 0 0.804688 0.785748 0.585938;
260, 0 0.908203 1.00044 0.308594 0.115758 0.800781 0.776585 0.595703;
261, 0 0.900391;
262, 0 0.330078 0.133241 0.830078 0.836496 0.525391;
263, 0 0.933594 1.05795 0.226562 0.0627427 0.658203 0.526239 0.841797;
264, 0 0.498047 0.300755 0.935547 1.06346 0.21875;
265, 0 0.642578 0.500241 0.859375 0.896661 0.449219 0.244192 0.927734;
266, 0 0.25 0.0762846 0.705078;
267, 0 0.779297 0.735522 0.642578 0.502164 0.859375 0.893894 0.451172;
268, 0 0.927734 1.04463 0.246094;
269, 0 0.695312 0.588132 0.791016 0.758416 0.617188 0.462749 0.884766;
270, 0 0.380859 0.176472 0.884766 0.948116 0.380859;
271, 0 0.882812 0.946597 0.382812 0.177629 0.884766 0.950476 0.376953;
272, 0 0.880859 0.940447 0.390625;
273, 0 0.892578 0.965526 0.357422 0.154628 0.861328 0.897686 0.447266;
274, 0 0.925781 1.04051 0.251953;
275, 0 0.707031 0.606914 0.773438 0.726587 0.652344 0.517682 0.847656;
276, 0 0.480469 0.281302 0.935547;
277, 0 0.222656 0.0605159 0.650391 0.512935 0.851562 0.878135 0.472656;
278, 0 0.933594 1.05734 0.228516 0.0632235 0.660156;
279, 0 0.839844 0.853762 0.503906 0.307381 0.935547 1.06334 0.21875;
280, 0 0.642578;
281, 0 0.859375 0.895849 0.449219 0.24534 0.927734;
282, 0 0.248047 0.0755109 0.701172 0.597604 0.783203 0.742434 0.634766;
283, 0 0.867188 0.910868 0.429688 0.224436 0.917969;
284, 0 0.277344 0.0932705 0.751953 0.68441 0.697266 0.591553 0.787109;
285, 0 0.623047 0.472605 0.878906;
286, 0 0.398438 0.192654 0.898438 0.978495 0.337891;
287, 0 0.839844 0.856117 0.5 0.303784 0.935547;
288, 0 0.21875 0.0584259 0.642578 0.500203 0.859375;
289, 0 0.447266 0.244113 0.927734 1.0416 0.25 0.0763382 0.705078;
290, 0 0.779297 0.735043 0.644531 0.502994 0.857422;
291, 0 0.453125 0.249816 0.929688 1.04584 0.244141 0.0726945 0.693359;
292, 0 0.794922 0.767761 0.607422 0.446834 0.892578;
293, 0 0.353516 0.152772 0.857422 0.892861 0.453125 0.24958 0.927734;
294, 0 0.244141;
295, 0 0.693359 0.583312 0.794922 0.766489 0.607422;
296, 0 0.892578 0.964524 0.357422 0.155813 0.861328 0.900721 0.443359;
297, 0 0.923828 1.03692 0.257812;
298, 0 0.716797 0.623143 0.759766 0.69869 0.683594 0.566467 0.808594;
299, 0 0.576172;
300, 0 0.914062 1.01418 0.289062 0.1018 0.771484;
301, 0 0.658203 0.52648 0.841797 0.85774 0.498047 0.301315 0.935547;
302, 0 0.21875 0.0584248 0.642578 0.500196 0.859375;
303, 0 0.447266 0.2441 0.927734 1.04159 0.25 0.0763473 0.705078;
304, 0 0.779297 0.734963 0.644531;
305, 0 0.857422 0.892493 0.453125 0.250104 0.929688 1.04604 0.244141;
306, 0 0.691406 0.581626 0.796875 0.769304 0.605469;
307, 0 0.894531 0.970193 0.349609 0.149161 0.853516 0.883219 0.464844;
308, 0 0.931641 1.05401 0.232422;
309, 0 0.669922 0.544683 0.826172 0.82942 0.533203 0.345333 0.931641;
310, 0 0.232422 0.0662942 0.671875;
311, 0 0.824219 0.825889 0.537109 0.350951 0.931641 1.05087 0.236328;
312, 0 0.679688 0.559325 0.814453 0.805976 0.5625;
313, 0 0.921875 1.0303 0.265625 0.086436 0.734375 0.652592 0.730469;
314, 0 0.736328 0.656471 0.726562;
315, 0 0.742188 0.668335 0.714844 0.619804 0.761719 0.704454 0.677734;
316, 0 0.818359 0.810774 0.556641 0.375292 0.923828;
317, 0 0.257812 0.0811912 0.71875 0.626851 0.755859 0.692274 0.689453;
318, 0 0.798828;
319, 0 0.597656 0.433274 0.900391 0.982701 0.332031;
320, 0 0.833984 0.841741 0.517578 0.32595 0.935547 1.0604 0.222656;
321, 0 0.650391 0.51468 0.849609 0.875543 0.474609;
322, 0 0.933594 1.05876 0.224609 0.062097 0.65625 0.522408 0.84375;
323, 0 0.490234;
324, 0 0.935547 1.06282 0.21875 0.0589259 0.644531;
325, 0 0.857422 0.892294 0.453125 0.250388 0.929688 1.04624 0.244141;
326, 0 0.691406 0.58072 0.796875 0.770814 0.603516;
327, 0 0.896484 0.973176 0.345703 0.145709 0.849609 0.873681 0.478516;
328, 0 0.935547 1.05966 0.224609;
329, 0 0.654297 0.518158 0.847656 0.870343 0.482422;
330, 0 0.935547 1.06104 0.222656 0.0603064 0.648438 0.51167 0.851562;
331, 0 0.470703 0.268118 0.933594 1.0562 0.228516;
332, 0 0.664062 0.534437 0.833984 0.845481 0.513672 0.320135 0.935547;
333, 0 0.220703 0.0597759 0.646484;
334, 0 0.853516 0.884742 0.462891 0.261235 0.931641 1.05287 0.234375;
335, 0 0.673828;
336, 0 0.822266 0.820965 0.542969 0.358828 0.929688;
337, 0 0.242188 0.0720135 0.691406 0.578854 0.798828 0.773919 0.599609;
338, 0 0.898438 0.979184 0.337891;
339, 0 0.839844 0.853791 0.503906 0.307337 0.935547 1.06334 0.21875;
340, 0 0.642578;
341, 0 0.859375 0.895866 0.449219 0.245317 0.927734;
342, 0 0.248047 0.0755265 0.701172 0.597686 0.783203 0.742294 0.634766;
343, 0 0.867188 0.910531 0.429688 0.224897 0.917969;
344, 0 0.275391 0.0927865 0.75 0.682219 0.701172 0.595404 0.785156;
345, 0 0.630859 0.483784 0.871094;
346, 0 0.417969 0.212411 0.912109 1.00837 0.296875 0.107612 0.783203;
347, 0 0.632812 0.485281 0.869141;
348, 0 0.419922 0.21517 0.914062 1.01195 0.292969 0.104014 0.775391;
349, 0 0.648438;
350, 0 0.853516 0.881763 0.466797 0.265559 0.933594;
351, 0 0.230469 0.0650721 0.666016 0.539871 0.830078 0.837 0.523438;
352, 0 0.933594 1.05821 0.226562;
353, 0 0.658203 0.524987 0.841797 0.860018 0.496094 0.297858 0.935547;
354, 0 0.21875;
355, 0 0.642578 0.500754 0.859375 0.895925 0.449219;
356, 0 0.927734 1.04247 0.248047 0.0755824 0.701172 0.597981 0.78125;
357, 0 0.636719 0.491311 0.865234 0.909325 0.431641;
358, 0 0.919922 1.0253 0.273438 0.0910877 0.746094 0.674454 0.708984;
359, 0 0.771484 0.72293 0.65625;
360, 0 0.84375 0.861441 0.494141 0.295706 0.935547;
361, 0 0.21875 0.0586273 0.642578 0.50144 0.859375 0.894937 0.451172;
362, 0 0.927734 1.04354 0.248047 0.0746666 0.699219;
363, 0 0.787109 0.750001 0.626953 0.477171 0.875 0.928697 0.40625;
364, 0 0.904297 0.991335 0.320312 0.125434 0.818359;
365, 0 0.556641 0.37506 0.923828 1.03626 0.257812 0.0810448 0.71875;
366, 0 0.755859;
367, 0 0.689453 0.575496 0.800781 0.779488 0.59375;
368, 0 0.904297 0.989521 0.324219 0.127401 0.820312 0.817534 0.546875;
369, 0 0.927734 1.04336 0.248047 0.0748147 0.699219;
370, 0 0.785156 0.748672 0.628906 0.479456 0.873047 0.925625 0.410156;
371, 0 0.90625;
372, 0 0.3125 0.118914 0.806641 0.788113 0.582031;
373, 0 0.910156 1.00437 0.302734 0.11169 0.792969 0.76124 0.613281;
374, 0 0.886719 0.953594 0.373047;
375, 0 0.876953 0.932085 0.402344 0.196123 0.900391 0.984293 0.330078;
376, 0 0.830078;
377, 0 0.525391 0.334641 0.933594 1.05778 0.226562;
378, 0 0.658203 0.527016 0.839844 0.85692 0.5 0.302562 0.935547;
379, 0 0.21875 0.0584185 0.642578 0.500157 0.859375;
380, 0 0.447266 0.244022 0.927734 1.04153 0.25 0.0764008 0.705078;
381, 0 0.777344 0.734485 0.644531;
382, 0 0.857422 0.891294 0.455078 0.251815 0.929688 1.04721 0.242188;
383, 0 0.689453 0.576245 0.800781;
384, 0 0.59375 0.429119 0.902344 0.987268 0.326172 0.129863 0.824219;
385, 0 0.537109;
386, 0 0.931641 1.05068 0.236328 0.0686395 0.679688;
387, 0 0.814453 0.804547 0.5625 0.38545 0.921875 1.02848 0.269531;
388, 0 0.738281 0.660597 0.722656;
389, 0 0.75 0.680933 0.701172 0.597665 0.783203 0.74233 0.634766;
390, 0 0.867188;
391, 0 0.429688 0.224778 0.917969 1.02336 0.275391;
392, 0 0.75 0.682781 0.699219 0.594415 0.785156 0.74783 0.628906;
393, 0 0.873047 0.923666 0.412109 0.207182 0.908203;
394, 0 0.306641 0.114978 0.798828 0.773688 0.599609 0.436802 0.898438;
395, 0 0.337891;
396, 0 0.839844 0.855278 0.501953 0.305063 0.935547;
397, 0 0.21875 0.0584478 0.642578 0.500337 0.859375 0.896524 0.449219;
398, 0 0.927734 1.04182 0.25 0.076152 0.703125;
399, 0 0.779297 0.736704 0.642578 0.500115 0.859375 0.896842 0.447266;
400, 0 0.927734;
401, 0 0.25 0.0764592 0.705078 0.602589 0.777344;
402, 0 0.644531 0.504864 0.857422 0.889983 0.457031 0.253689 0.929688;
403, 0 0.240234 0.0705017 0.685547 0.570568 0.806641;
404, 0 0.583984 0.413422 0.910156 1.00356 0.304688 0.112521 0.792969;
405, 0 0.611328;
406, 0 0.890625 0.960274 0.363281 0.160879 0.867188;
407, 0 0.425781 0.221125 0.916016 1.01922 0.28125 0.0968823 0.759766;
408, 0 0.681641 0.563342 0.8125;
409, 0 0.570312 0.393818 0.917969 1.02161 0.279297 0.0945799 0.753906;
410, 0 0.691406;
411, 0 0.796875 0.769986 0.603516 0.443063 0.894531;
412, 0 0.347656 0.147592 0.851562 0.878925 0.470703 0.269701 0.933594;
413, 0 0.228516 0.0635989 0.662109 0.531282 0.837891;
414, 0 0.507812 0.312594 0.935547 1.06289 0.21875 0.0588671 0.644531;
415, 0 0.857422 0.892815 0.453125;
416, 0 0.927734 1.04572 0.244141 0.0727963 0.693359 0.583101 0.794922;
417, 0 0.607422 0.448394 0.892578;
418, 0 0.357422 0.154963 0.861328 0.898547 0.445312 0.241534 0.925781;
419, 0 0.253906 0.0781575 0.708984 0.611413 0.769531;
420, 0 0.662109 0.531106 0.837891 0.850636 0.507812 0.312175 0.935547;
421, 0 0.21875 0.0588309 0.644531;
422, 0 0.857422 0.893136 0.453125 0.249189 0.927734 1.0454 0.244141;
423, 0 0.693359 0.58458 0.792969;
424, 0 0.611328 0.452598 0.890625 0.960165 0.363281 0.16101 0.867188;
425, 0 0.425781 0.220693 0.916016 1.01871 0.283203;
426, 0 0.761719 0.702606 0.679688 0.559596 0.814453 0.805536 0.5625;
427, 0 0.921875;
428, 0 0.267578 0.0869478 0.734375 0.655041 0.728516;
429, 0 0.740234 0.663964 0.71875 0.627478 0.753906 0.691187 0.691406;
430, 0 0.798828 0.772606 0.601562 0.438629 0.896484;
431, 0 0.341797 0.141713 0.84375 0.862237 0.492188 0.294505 0.935547;
432, 0 0.21875;
433, 0 0.642578 0.501938 0.859375 0.894221 0.451172;
434, 0 0.927734 1.04429 0.246094 0.0740202 0.697266 0.589682 0.789062;
435, 0 0.621094 0.467206 0.880859;
436, 0 0.388672 0.183647 0.890625 0.962279 0.361328 0.158481 0.865234;
437, 0 0.433594;
438, 0 0.919922 1.02805 0.269531 0.0885146 0.738281;
